SqFt,address,age,bath,bedrooms,crime,description,features,floorplan,incm_restr,neighborhood,price,site 
,"Brooklyn, NY, 11220, (",6 days on Trulia,1 full Bathroom,3 Bedrooms,Low,"- 3 Bedroom Apartment - Apartment Features Include: Stainless Steel Appliances w/ a Microwave. Marble Bathroom. Hardwood Floors.- Location: 343 44th Street, 1 Bloc way from R train 10 minutes to Manhattan. - Heat and Hot Water is Included!- Will Rent Quickly. Call or Email Today!","Price: $2,200; 3 Bedrooms; 1 full Bathroom; Multi-Family; Dishwasher; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Bridge Belvedere Builders Realty",,,Sunset Park,"$2,200/mo",trulia
,"Brooklyn, NY, 11221, (",6 days on Trulia,"1 full, 1 partial Bathrooms",4 Bedrooms,Highest,"HUGE ROOMS FOR RENT!! Location: Prime Bedstuy-Bushwick BrooklynTrain: J,M,Z@Kosciuszko 15 Mins to ManhattanRooms at SINGLE OCCUPANCY PRICE:$1300 Huge Basement w/private entrance and half bath, $850 Queen Room, $850 Queen Room, $975 King Room,The place:4 Bedroom1.5 Bath Tall ceilingsLarge bedrooms with closetsHardwood FloorLiving RoomKitchenLaundry in unitPet FriendlyRequirements:Income & Credit a mustCo-signer acceptedONE YEAR LEASEText me for a showings!!6468831933Reference DekalbCredit check to get on the 12 month lease
 with 2 months total to","Price: $895; Deposit:
                          $895; 4 Bedrooms; 1 full, 1 partial Bathrooms; Multi-Family; Washer; Dryer; Status: For Rent; Pets Allowed:; Small dogs, Large dogs; Floors: Hardwood; Balcony; Neighborhood:; Zip:; Provided By:
                          Hotpads; 1,400 sqft",,,Bedford - Stuyvesant,$895/mo,trulia
,"Brooklyn, NY, 11215, (",6 days on Trulia,2 full Bathrooms,2 Bedrooms,Lowest,"Immaculately renovated two-bedroom, two-bath duplex in prime Park Slope. One block from Prospect Park as well as the F/G at 9th Street & 8th Avenue. High end stainless kitchen and baths, in-unit laundry, multiple storage areas, as well as a private outdoor patio. Radiant floor heating on lower living level. Pet friendly! Available for an April 1st move in. Tenants pay all utilities.","Price: $4,600; 2 Bedrooms; 2 full Bathrooms; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Corcoran",,,Park Slope,"$4,600/mo",trulia
,"Brooklyn, NY, 11201, (",6 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"This 1 bedroom is located on the top floor of a walk up building (3 flights). Huge bedroom could fit a king size bed. Apartment features:Hardwood floors throughoutExposed brick wallsUpdated kitchen with granite countertopsLive in superLaundry in buildingHeat and hot water are included in the rent, sorry no pets. Call, text or email to schedule an appointment to see this apartment.","Price: $2,100; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Landmark Realty & Management; 625 sqft",,,Cobble Hill,"$2,100/mo",trulia
,"Brooklyn, NY, 11232, (",6 days on Trulia,1 full Bathroom,3 Bedrooms,Lowest,"Perfect Renovated 3BR in Park Slope!! Property ID: 9303781Please do not send email inquiry. Call/Text: 718-650-5353This three bedroom in Greenwood Heights is as bright as the morning sun. On the top floor, this apartment is newly renovated from the kitchen and bathroom to the floors, walls and ceiling.The open kitchen/living room has three windows that allow southern light to stream in. There are 3 nicely sized sun drenched bedrooms as well, each with its own closet.Be the first person to call this wonderful apartment home. Call today to check out this fantas","Price: $2,250; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Cats; Floors: Hardwood; Neighborhood:; Zip:; Provided By:
                          Hotpads",,,Greenwood,"$2,250/mo",trulia
,"Brooklyn, NY, 11218, (",6 days on Trulia,1 full Bathroom,3 Bedrooms,Lowest,"Huge three bedroom on the second floor of a gorgeous three family building. All bedrooms are king sized. Large eat-in kitchen with new appliances (landlord is providing new stove). Amazing private terrace. Giant living room. Short walk to Cortelyou Rd shopping and restaurants, Q train, F train, and Prospect Park. No fee and available March 1!","Price: $2,599; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Myspacenyc",,,Kensington & Parkville,"$2,599/mo",trulia
,"Brooklyn, NY, 11209, (",6 days on Trulia,1 full Bathroom,1 Bedroom,Low,"Welcome to your future nest, a renovated one-bedroom apartment w/ an extra room located in townhouse in Bay Ridge. The apartments boasts: Gigantic living room with windows bursting in tons of natural light.Open styled dining room into living room area. A king-sized bedroom on the opposite end of the apartment w/ 3 windows overlooking 76th St.Bonus room can either be used as home study, nursery or even a walk-in closet. Refinished parquet oak hardwood flooring throughout.Heat & Hot Water Included.A vast array of bars, cafes, restaurants and shops a","Price: $1,750; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Citi Nest Group Llc",,,Bay Ridge & Fort Hamilton,"$1,750/mo",trulia
,"Brooklyn, NY, 11207, (",6 days on Trulia,1 full Bathroom,4 Bedrooms,Low,"Massive 4 Bedroom available for rentEverything about this place is HUGE! - Huge living room and Huge bedrooms, and very affordale.So what's the catch? Not much really. This apartment isn't a brand new renovation so the finishes are a little bit older, but the place is clean, modern, and in great shape.The apartment is complete with cherry styled hardwood floors, modern kitchen and bathroom, great natural light, massive common living space and huge bedrooms.Tenants will have to sign a new 12-month lease, so a credit check is required for the application.","Price: $2,900; 4 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Lofts And Flats Llc",,,Bushwick,"$2,900/mo",trulia
,"Brooklyn, NY, 11222, (",6 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,"2nd Floor apartment in 3 family building avaialble on February 15, 2018 to move in. Huge kitchen and living room with small extra bedroom by the kitchen and big bedroom with another extra small bedroom attached to it, perfect for a baby room or an office/computer space. Built in closet in every room and even in the bathroom. One cat ok, no dogs please.Landry unit in the basement so you won't have to go outside to do your laundry. Extra gated/locked storage at the basement available for the apartment use and 2 bikes storage waiting for you. Income/ credit check and cr","Price: $2,500; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Cats; Neighborhood:; Zip:; Provided By:
                          Exit Realty Minimax; 800 sqft",,,Greenpoint,"$2,500/mo",trulia
,"Brooklyn, NY, 11223, (",6 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,"Incredible spacious and sunny two bedroom apartment in the heart of GravesendThis lovely apartment features brand new pergo floors, spacious living and dining area, beautiful light fixtures, and high ceilings, plenty of closet space and overhead storage and lots of natural light. Apartment offers nice size room and bedrooms and fully tiled bathroomSorry, NO PETS!Cooking gas, heat and hot water are includedGreat location!Surrounded by fabulous dining, house of worship, transportation such as F and N trains, PS 216, library, pharmacy and so much more!Call Awaye Realty for more details (718) 488-0800","Price: $2,000; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Rooms: 5; Neighborhood:; Zip:; Provided By:
                          Awaye Realty",,,Gravesend,"$2,000/mo",trulia
,"Brooklyn, NY, 11223, (",6 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"Laundry in BuildingLive-in SuperParking AvailableMarble BathStainless SteelElevatorKian Realty Does Business in Accordance With the Federal Fair Housing Law.All information furnished herein is from sources deemed reliable. No representation is made by Kian Realty NYC, LLC. nor is any to be implied as to the accuracy thereof and all information is submitted subject to errors, omissions, change of price, prior sale or lease, or withdrawal without notice. All dimensions are approximate. For exact dimensions, please hire your own architect or engineer.Regarding Leasing Only: Applicants Must","Price: $1,650; 1 Bedroom; 1 full Bathroom; Multi-Family; Washer; Status: For Rent; Rooms: 3; Neighborhood:; Zip:; Provided By:
                          Kian Realty Nyc",,,Gravesend,"$1,650/mo",trulia
,"Brooklyn, NY, 11226, (",5 days on Trulia,1 full Bathroom,2 Bedrooms,High,Gut renovated Beautiful New Kitchen with dishwasher & stainless steel appliances 1 Large Master Bedroom 1 Junior room / office Hardwood flooring & lots of closetsSuper & laundry in buildingLocated Near 2/5/B/Q train Prospect Park Shopping & Resturants,"Price: $1,875; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Smart Ny Realty Llc; 900 sqft",,,East Flatbush,"$1,875/mo",trulia
,"Brooklyn, NY, 11206, (",5 days on Trulia,1 full Bathroom,2 Bedrooms,Low,"2 Bed / 1 Bath in Bushwick, Brooklyn. Small Pets Allowed. Brand new construction! Beautiful 2 bedroom apartment! The apartment has a modern kitchen stone countertops and stainless steel appliances which include a dishwasher and a microwave. Hardwood floors, Central A/C. Close by to the Myrtle Av (JMZ) trains. Building has a laundry room, rooftop and backyard! We can help you find roommates on Nooklyn.","Price: $2,785; 2 Bedrooms; 1 full Bathroom; Multi-Family; Dishwasher; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Nooklyn.com Llc",,,Bushwick,"$2,785/mo",trulia
,"Brooklyn, NY, 11225, (",4 days on Trulia,1 full Bathroom,3 Bedrooms,High,"3 Bed / 1 Bath at 1140 President St, Brooklyn, NY 11225, USA in Crown Heights, Brooklyn. Pets Upon Approval. Huge Newly Reno. Gem on President St and Rogers steps to Nostrand and Franklin 2/3/4/5, Prospect park and Brooklyn museum! H+HW Included This massive 3 bedrooms apartment has 1 master bedroom and 2 are slightly smaller but big enough for queen bed and desk. Tons of windows and natural light. Please text me to schedule the viewing. We can help you find roommates on Nooklyn.AMENITIES : Hardwood Floors  Natural Light in Living Area  High C","Price: $2,450; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Nooklyn.com Llc",,,Crown Heights,"$2,450/mo",trulia
,"Brooklyn, NY, 11225, (",4 days on Trulia,1 full Bathroom,4 Bedrooms,High,"4 Bed / 1 Bath at 516 Eastern Pkwy, Brooklyn, NY 11225, USA in Crown Heights, Brooklyn. All Pets Allowed. *Listed Price is net effective* Gorgeous and bright apartment with exposed brick, and modern finishes. All bedrooms are big. Huge living room with tons of light! Located a few blocks away from Prospect Park and the Brooklyn museum. - Heat and hot water included in the rent We can help you find roommates on Nooklyn.AMENITIES : High Ceilings  Hardwood floors  Exposed brick  Stainless Steel Appliances  Eat In Kitchen  Stone countertops","Price: $3,281; 4 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Nooklyn.com Llc",,,Crown Heights,"$3,281/mo",trulia
,"Brooklyn, NY, 11206, (",4 days on Trulia,2 full Bathrooms,4 Bedrooms,Low,"4 Bed / 2 Bath in Williamsburg, Brooklyn. All Pets Allowed. Awesome renovated 4 bedroom duplex in prime East Williamsburg. Two bathrooms, lots of sunlight, central air, stainless steel appliances and tons of space. High ceiling with big living room. Steps to the Montrose L. Nears a lot of cool hang out spots. We can help you find roommates on Nooklyn.AMENITIES : High Ceilings  Central A/C  Video Intercom  Stainless Steel Appliances  Hardwood Floors  Natural Light in Living Area  Duplex","Price: $3,850; 4 Bedrooms; 2 full Bathrooms; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Nooklyn.com Llc",,,Williamsburg,"$3,850/mo",trulia
,"Brooklyn, NY, 11211, (",4 days on Trulia,1 full Bathroom,1 Bedroom,Low,"This is a south facing unit that gets light all day long! You get an amazing view of the morning/evening sky and no tall buildings are allowed to come up in front. It doesn't get better than this! Rooftop offers a fantastic view of Manhattan skyline and sunsets. You are steps away from Cooper Park which has tennis courts, dog park, skate park, kids playground and the walk to the train is about 4 minutes. Easy access to BQE makes taking car rides into the city a breeze. Unit features all modern appliances, an oversized deep soaking tub (and when I say oversized, I mean oversized!","Price: $2,700; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Status: For Rent; Parking: garage attached; Balcony; Neighborhood:; Zip:; Provided By:
                          Cooper Square; 600 sqft",,,Greenpoint,"$2,700/mo",trulia
,"Brooklyn, NY, 11237, (",4 days on Trulia,2 full Bathrooms,5 Bedrooms,Low,"5 Bed / 2 Bath in Bushwick, Brooklyn. All Pets Allowed. Cool ground floor unit with big common area and private backyard. Three big rooms have windows and closets. Two rooms have shaft window. Heat and hot water included. We can help you find roommates on Nooklyn.AMENITIES : Exposed Brick  High Ceilings  Hardwood Floors  Outdoor Space  Private backyard  Stainless Steel Appliances","Price: $3,800; 5 Bedrooms; 2 full Bathrooms; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Nooklyn.com Llc; Garden",,,Bushwick,"$3,800/mo",trulia
,"Brooklyn, NY, 11233, (",4 days on Trulia,1 full Bathroom,2 Bedrooms,Highest,"No fee! One month free! 2 and 3 bedrooms available. Come see BedfordStuyvesant's newest luxury rental building, where no detail has been overlooked. Located just one block from the C train at Rockaway Avenue and a few doors down from trendy neighborhood newcomer, Daily Press Coffee, the 24 apartments at Somers street have been carefully and beautifully designed to maximize comfort and convenience. The large two bedroom apartment can easily be converted into a three bedroom, and most of the apartments have a large closet as you enter big enough to store all your coats -- AND cleaning sup","Price: $2,200; 2 Bedrooms; 1 full Bathroom; Multi-Family; Dishwasher; Status: For Rent; Balcony; Neighborhood:; Zip:; Provided By:
                          Compass",,,Bedford - Stuyvesant,"$2,200/mo",trulia
,"Brooklyn, NY, 11238, (",4 days on Trulia,1 full Bathroom,1 Bedroom,Low,"Prime Bedford Stuyvesant / Clinton Hill Border Gorgeous furnished 1 bedroom duplex apartment with a private huge back yard . Short walk to A,C,G subways , Next to all the Best resturants / night life and cultural spots !This Home was gut renovated and is offering a Chef Kitchen with stainless still appliances ( five burners stove , double door fridge , dishwasher , lots of storage and high cabinets . plus a large island with bar stools . Bedroom size is 16x14 (large) also a nice bathroom with a deep tub .Basement setup as a large finished open space ,","Price: $3,500; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Deck; Status: For Rent; Pets Allowed:; Small dogs; Furnished; Neighborhood:; Zip:; Provided By:
                          Massada Home Sales; 1,300 sqft; Garden",,,Bedford - Stuyvesant,"$3,500/mo",trulia
